"license_licenseAbbrev","license_id","license_media_id","license_media_id_type","license_media_type","license_media_url","license_media_from_date"
"C. Higgins",30000020,25810,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/40/04/0000464004_03.jpg",1662037200
"M. Caicedo",30000925,26255,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/40/94/0000464094_03.jpg",1662037200
"M. Caicedo",30000925,26468,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/40/99/0000464099_03.jpg",1662037200
"M. Samar",30001278,27023,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/35/62/0000463562_03.jpg",1664197200
"M. Samar",30001278,27022,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/35/57/0000463557_03.jpg",1664197200
"G. Shermadini",20210659,25774,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/61/62/0000466162_03.jpg",1662037200
"G. Shermadini",20210659,26610,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/61/67/0000466167_03.jpg",1662037200
"S. Rojas",20211304,26098,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/65/85/0000466585_03.jpg",1662037200
"S. Rojas",20211304,26623,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/65/95/0000466595_03.jpg",1662037200
"R. López",30000132,27019,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/64/09/0000466409_03.jpg",1662037200
"R. López",30000132,27020,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/64/20/0000466420_03.jpg",1662037200
"D. Mutaf",30001193,26044,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/62/46/0000466246_03.jpg",1662037200
"D. Mutaf",30001193,27018,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/62/50/0000466250_03.jpg",1662037200
"A. Mara",20213226,26451,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/43/42/0000464342_03.jpg",1662037200
"A. Mara",20213226,26055,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/43/29/0000464329_03.jpg",1647396000
"J. Jones",30002148,27093,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/47/73/28/0000477328_03.jpg",1665406800
"J. Jones",30002148,27092,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/47/73/24/0000477324_03.jpg",1665406800
"A. Abalde",20210088,25663,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/76/11/0000467611_03.jpg",1662037200
"A. Abalde",20210088,26721,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/76/16/0000467616_03.jpg",1662037200
"N. Giffey",30002158,27090,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/47/72/92/0000477292_03.jpg",1665406800
"N. Giffey",30002158,27091,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/47/72/93/0000477293_03.jpg",1665406800
"J. Kasibabu",20210571,26611,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/57/73/0000465773_03.jpg",1663074000
"J. Kasibabu",20210571,26995,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/57/81/0000465781_03.jpg",1662037200
"V. Benite",20211641,26633,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/64/37/0000466437_03.jpg",1662037200
"V. Benite",20211641,26119,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/64/26/0000466426_03.jpg",1662037200
"E. Quintela",30001182,26208,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/57/32/0000465732_03.jpg",1631664000
"E. Quintela",30001182,26592,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/57/37/0000465737_03.jpg",1662037200
"D. Duscak",30000094,27088,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/62/35/0000466235_03.jpg",1664629200
"M. Sagnia",30000645,27103,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/47/79/79/0000477979_03.jpg",1665406800
"R. Villar",30001243,25636,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/51/05/0000465105_03.jpg",1662037200
"M. Garcia",20210497,27089,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/47/72/39/0000477239_03.jpg",1665406800
"M. Garcia",20210497,25645,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/47/72/40/0000477240_03.jpg",1665406800
"R. Vilà",20210853,26249,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/68/91/0000466891_03.jpg",1663246800
"R. Vilà",20210853,26638,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/69/00/0000466900_03.jpg",1662037200
"J. Sorolla",20210852,26676,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/70/97/0000467097_03.jpg",1662037200
"J. Sorolla",20210852,26675,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/71/01/0000467101_03.jpg",1662037200
"J. García",20212482,26465,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/44/57/0000464457_03.jpg",1662037200
"J. García",20212482,26450,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/44/67/0000464467_03.jpg",1662037200
"A. Ubal",30001332,26272,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/79/98/0000467998_03.jpg",1664197200
"A. Ubal",30001332,26996,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/80/04/0000468004_03.jpg",1664197200
"B. Olumuyiwa",30000213,25852,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/83/20/0000468320_03.jpg",1662037200
"B. Olumuyiwa",30000213,26929,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/83/29/0000468329_03.jpg",1662037200
"P. Henry",30000034,27100,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/47/85/03/0000478503_03.jpg",1666616400
"P. Henry",30000034,27101,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/47/85/11/0000478511_03.jpg",1666616400
"M. Saint-Supery",20213210,25614,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/55/63/0000465563_03.jpg",1662037200
"M. Saint-Supery",20213210,26580,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/55/74/0000465574_03.jpg",1662037200
"A. Hanga",20209836,25856,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/75/92/0000467592_03.jpg",1662037200
"A. Hanga",20209836,26717,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/76/00/0000467600_03.jpg",1662037200
"A. Waczynski",20211297,26251,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/47/79/57/0000477957_03.jpg",1666011600
"A. Waczynski",20211297,27096,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/47/79/62/0000477962_03.jpg",1666616400
"L. Langarita",20213218,26056,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/44/90/0000464490_03.jpg",1665838800
"Y. Nzosa",30000479,26695,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/75/67/0000467567_03.jpg",1662037200
"Y. Nzosa",30000479,25998,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/75/58/0000467558_03.jpg",1641042000
"P. Oriola",20202164,27094,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/47/78/86/0000477886_03.jpg",1666011600
"P. Oriola",20202164,25803,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/47/78/84/0000477884_03.jpg",1666011600
"D. Todorovic",20210404,25787,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/67/79/0000466779_03.jpg",1663246800
"D. Todorovic",20210404,26641,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/67/89/0000466789_03.jpg",1662037200
"A. Bursac",30002112,27097,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/47/79/66/0000477966_03.jpg",1666875600
"A. Bursac",30002112,27098,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/47/79/68/0000477968_03.jpg",1666875600
