"","jugador","jug","eq","broker","media_sm","media","ef","rent","reg","jornada","val","j1","j2","j3","j4","j5","j6","j7"
"1777","Pep Busquets","P. Busquets","JOV",108055,1.4,1.4,0.2,0.6,0.3,"j7",-2,NA,NA,-5,NA,NA,3.6,NA
"1778","Javi García","J. García","CAZ",75039,1.4,1.4,2.7,0.9,0.3,"j7",7.2,NA,NA,NA,NA,-1,-2,NA
"1779","Ryan Luther","R. Luther","UCM",150861,1.4,1.4,-1.4,0.5,0.3,"j7",NA,NA,NA,-4,6,-2,-1,NA
"1780","Fernando Zurbriggen","F. Zurbriggen","MOB",66361,1.3,1.3,2.8,1,0.6,"j7",5,NA,NA,NA,0,0,1,NA
"1781","Juan Fernández","J. Fernández","FUE",85978,1.3,1.3,-1.7,0.7,0.2,"j7",-8,NA,NA,2,2.4,8.4,2,NA
"1782","Lucas Langarita","L. Langarita","CAZ",90000,1.2,1.2,1.2,0.7,0,"j7",1.2,NA,NA,0,0,0,0,NA
"1783","Dani García","D. García","BAX",75714,1.2,1.2,-1.5,0.8,0.4,"j7",-3,NA,NA,5,6,NA,1,NA
"1784","Frankie Ferrari","F. Ferrari","BAX",158985,1.1,1.1,-0.6,0.4,0.3,"j7",-2,NA,NA,2,-3,8,-4,NA
"1785","Jacobo Díaz","J. Díaz","COV",95393,1,1,2.2,0.5,0.3,"j7",2,NA,NA,-2,0,-5,7.2,NA
"1786","Jaume Sorolla","J. Sorolla","GIR",168619,1,1,0.2,0.3,0.3,"j7",-3,NA,NA,NA,NA,1.2,4.8,NA
"1787","Pierre Oriola","P. Oriola","GIR",6613,1,1,1,7.6,0,"j7",1,NA,NA,0,0,NA,NA,NA
"1788","Yannick Kraag","Y. Kraag","JOV",48333,1,1,1.7,1,0.7,"j7",NA,NA,NA,1.2,1,2.4,1.2,NA
"1789","Eli Ndiaye","E. Ndiaye","RMB",93402,0.9,0.9,0.5,0.5,0.2,"j7",-3,NA,NA,NA,2.4,NA,6,NA
"1790","Jovan Kljajic","J. Kljajic","GCA",48808,0.8,0.8,4.8,0.8,0.2,"j7",NA,NA,NA,1.2,0,4.8,NA,NA
"1791","Rafael Villar","R. Villar","BAR",76766,0.6,0.6,0,0.4,1,"j7",NA,NA,NA,0,1.2,0,NA,NA
"1792","Ramon Vilà","R. Vilà","COV",99181,0.5,0.5,1,0.3,1,"j7",NA,NA,NA,NA,0,1,NA,NA
"1793","Jonathan Kasibabu","J. Kasibabu","BRE",126456,0.5,0.5,2.2,0.2,0.2,"j7",2,NA,NA,NA,-3,NA,2.4,NA
"1794","Alberto Abalde","A. Abalde","RMB",146193,0.4,0.4,0.2,0.1,0.1,"j7",2,NA,NA,NA,3.6,-4,0,NA
"1795","Rubén López","R. López","GCA",44371,0.2,0.2,0,0.3,0.5,"j7",0,NA,NA,1.2,0,0,0,NA
"1796","Aleksandar Bursac","A. Bursac","BAX",104401,0,0,-2,0,0,"j7",-2,NA,NA,0,0,NA,NA,NA
"1797","Mario Saint-Supery","M. Saint-Supery","UNI",102000,0,0,0,0,0,"j7",NA,NA,NA,NA,NA,NA,0,NA
"1798","Matija Samar","M. Samar","FUE",85000,0,0,0,0,0,"j7",NA,NA,NA,0,NA,NA,NA,NA
"1799","Pavel Savkov","P. Savkov","FUE",84304,0,0,0,0,0,"j7",NA,NA,NA,2,-2,NA,NA,NA
"1800","Yannick Nzosa","Y. Nzosa","BET",144500,0,0,0,0,0,"j7",0,NA,NA,NA,NA,NA,NA,NA
"1801","Zsombor Maronka","Z. Maronka","JOV",103860,0,0,0,0,0,"j7",NA,NA,NA,-2,NA,NA,NA,NA
"1802","David Iriarte","D. Iriarte","COV",60344,-0.1,-0.1,-1,-0.1,-0.1,"j7",-1,NA,NA,1.2,-3,-1,NA,NA
"1803","Elias Valtonen","E. Valtonen","BAX",90960,-0.3,-0.3,0,-0.2,-0.1,"j7",NA,NA,NA,2,-4,0,NA,NA
"1804","Albert Ventura","A. Ventura","JOV",51292,-0.4,-0.4,0,-0.4,-0.5,"j7",0,NA,NA,-2,0,0,NA,NA
"1805","Rodijs Macoha","R. Macoha","FUE",55299,-0.4,-0.4,0.5,-0.4,-0.1,"j7",3.6,NA,NA,-4,-3,-2,-3,NA
"1806","Erik Quintela","E. Quintela","BRE",137275,-1,-1,0,-0.4,0,"j7",NA,NA,NA,NA,-1,NA,NA,NA
"1807","Pablo Almazán","P. Almazán","BET",71658,-1,-1,-0.4,-0.7,-0.6,"j7",1,NA,NA,NA,NA,0,-3,NA
"1808","David Mutaf","D. Mutaf","GCA",70625,-1.3,-1.3,-2,-0.9,-1.4,"j7",NA,NA,NA,0,NA,-2,-2,NA
"1809","Dairis Bertans","D. Bertans","BET",69485,-1.7,-1.7,-3.5,-1.2,-0.3,"j7",-2,NA,NA,7.2,-4,-11,-1,NA
"1810","Agustín Ubal","A. Ubal","SBB",88741,-2,-2,-2.3,-1.1,-2.4,"j7",-3,NA,NA,NA,NA,-1,-2,NA
"1811","Sergi Martínez","S. Martínez","BAR",90313,-2,-2,0,-1.1,-2,"j7",NA,NA,NA,NA,NA,NA,NA,NA
"1812","Adam Hanga","A. Hanga","RMB",245650,-2.5,-2.5,-2.2,-0.5,-1.7,"j7",-1,NA,NA,NA,NA,NA,-4,NA
"1813","Dan Duscak","D. Duscak","GCA",106250,-4,-4,0,-1.9,0,"j7",NA,NA,NA,0,-4,NA,NA,NA
"1814","Osas Ehigiator","O. Ehigiator","FUE",175000,0,0,0,0,0,"j7",NA,NA,NA,NA,NA,NA,NA,NA
"1815","Anthony Randolph","A. Randolph","RMB",180000,0,0,0,0,0,"j7",NA,NA,NA,NA,NA,NA,NA,NA
"1816","Nikola Mirotic","N. Mirotic","BAR",750000,0,0,0,0,0,"j7",NA,NA,NA,NA,NA,NA,NA,NA
"1817","Tomeu Rigo","T. Rigo","SBB",125000,0,0,0,0,0,"j7",NA,NA,NA,NA,NA,NA,NA,NA
"1818","Ladji Coulibaly","L. Coulibaly","BAX",85000,0,0,0,0,0,"j7",0,NA,NA,0,0,0,0,NA
"1819","Kassius Robertson","K. Robertson","MOB",595000,0,0,0,0,0,"j7",0,NA,NA,0,0,0,0,NA
"1820","Mike Tobey","M. Tobey","BAR",420000,0,0,0,0,0,"j7",NA,NA,NA,NA,NA,NA,NA,NA
"1821","Jordan Caroline","J. Caroline","BAX",350000,0,0,0,0,0,"j7",0,NA,NA,0,0,0,0,NA
"1822","Matthias Tass","M. Tass","BAX",350000,0,0,0,0,0,"j7",0,NA,NA,0,0,0,0,NA
"1823","Chris Wright","C. Wright","CAZ",357000,0,0,0,0,0,"j7",0,NA,NA,0,0,0,0,NA
"1824","Guillem Jou","G. Jou","BAX",244375,0,0,0,0,0,"j7",NA,NA,NA,NA,NA,NA,NA,NA
"1825","Nigel Williams-Goss","N. Williams-Goss","RMB",202300,0,0,0,0,0,"j7",NA,NA,NA,NA,NA,NA,NA,NA
"1826","Lucas Marí","L. Marí","VBC",85000,0,0,0,0,0,"j7",0,NA,NA,0,0,0,0,NA
"1827","Carlos Alocén","C. Alocén","RMB",160000,0,0,0,0,0,"j7",NA,NA,NA,NA,NA,NA,NA,NA
"1828","Oliver Stevic","O. Stevic","GCA",170000,0,0,0,0,0,"j7",NA,NA,NA,NA,NA,NA,NA,NA
"1829","Sergio Rodríguez F.","S. Rodríguez F.","LNT",140000,0,0,0,0,0,"j7",NA,NA,NA,NA,NA,NA,NA,NA
"1830","Rudy Fernández","R. Fernández","RMB",3e+05,0,0,0,0,0,"j7",NA,NA,NA,NA,NA,NA,NA,NA
"1831","Martin Hermannsson","M. Hermannsson","VBC",260000,0,0,0,0,0,"j7",NA,NA,NA,NA,NA,NA,NA,NA
"1832","Jordi Rodríguez","J. Rodríguez","JOV",85000,0,0,0,0,0,"j7",0,NA,NA,0,0,0,0,NA
"1833","Millán Jiménez","M. Jiménez","VBC",120000,0,0,0,0,0,"j7",NA,NA,NA,NA,NA,NA,NA,NA
"1834","Miguel Allen","M. Allen","JOV",1e+05,0,0,0,0,0,"j7",NA,NA,NA,NA,NA,NA,NA,NA
"1835","Jasiel Rivero","J. Rivero","VBC",905111,28.9,28.9,0,1.6,5.5,"j8",NA,NA,NA,NA,32,NA,NA,NA
"1836","Ante Tomic","A. Tomic","JOV",1147778,22.5,22.5,24.5,1,4.2,"j8",20.4,NA,NA,NA,16,25.2,33.6,24
"1837","Marc Gasol","M. Gasol","GIR",1123333,22.3,22.3,22,1,2.6,"j8",22,NA,NA,NA,13,25.2,36,12
"1838","Giorgi Shermadini","G. Shermadini","LNT",967143,21.6,21.6,25.5,1.1,1.8,"j8",26.4,NA,NA,NA,32.4,1,30,31.2
"1839","Dragan Bender","D. Bender","MOB",1017778,19.6,19.6,20,1,2.7,"j8",23,NA,NA,NA,15,25,4,24
"1840","Ethan Happ","E. Happ","BRE",952222,19.5,19.5,22.3,1,1.8,"j8",16,NA,NA,NA,10,18,27.6,29
"1841","Chris Jones","C. Jones","VBC",954444,19.2,19.2,18.8,1,2.2,"j8",7,NA,NA,NA,20,31.2,22,27.6
"1842","Guerschon Yabusele","G. Yabusele","RMB",960000,19.2,19.2,8.6,1,2.6,"j8",NA,NA,NA,NA,27.6,20,NA,4
"1843","Matt Costello","M. Costello","BKN",960000,19.2,19.2,17.7,1,3.4,"j8",16,NA,NA,NA,30,20.4,22.8,15.6
"1844","Dzanan Musa","D. Musa","RMB",880000,19.2,19.2,19.2,1.1,2.9,"j8",22.8,NA,NA,NA,28.8,17,13.2,19
"1845","Darius Thompson","D. Thompson","BKN",911250,18.8,18.8,21,1,2.4,"j8",20,NA,NA,NA,3.6,15.6,26.4,NA
"1846","Shannon Evans","S. Evans","BET",847500,18.4,18.4,8.4,1.1,1.4,"j8",4,NA,NA,NA,28,28,5,NA
"1847","Alex Renfroe","A. Renfroe","COV",815556,18,18,22.9,1.1,3,"j8",30,NA,NA,NA,21.6,14,16.8,21
"1848","Travis Trice","T. Trice","UCM",790000,17.3,17.3,16.4,1.1,1.3,"j8",6,NA,NA,NA,26.4,42,31,10.8
"1849","Thomas Scrubb","T. Scrubb","MOB",911111,17,17,12.7,0.9,3.2,"j8",9,NA,NA,NA,19,21,21,9
"1850","Jerrick Harding","J. Harding","BAX",834444,16.8,16.8,12.9,1,1.9,"j8",15.6,NA,NA,NA,8,12,19,6
"1851","Damien Inglis","D. Inglis","GCA",817778,16.2,16.2,9.4,1,1.5,"j8",6,NA,NA,NA,38.4,15.6,24,2.4
"1852","Ludde Hakanson","L. Hakanson","SBB",807500,16.1,16.1,15,1,2.2,"j8",26.4,NA,NA,NA,19,8,13,4
"1853","Bojan Dubljevic","B. Dubljevic","VBC",804444,16.1,16.1,15.8,1,1.6,"j8",1,NA,NA,NA,12,33.6,13,30
"1854","Jeff Withey","J. Withey","SBB",750000,15.7,15.7,16,1,2.1,"j8",9.6,NA,NA,NA,20,26,12,23
"1855","John Shurna","J. Shurna","GCA",722857,15.7,15.7,22.8,1.1,1.5,"j8",27.6,NA,NA,NA,NA,NA,1,30
"1856","Scott Bamforth","S. Bamforth","BRE",688889,15.5,15.5,15.9,1.1,1.5,"j8",11,NA,NA,NA,3,4.8,34.8,15
"1857","Kameron Taylor","K. Taylor","GIR",698889,15.5,15.5,16.3,1.1,2,"j8",14,NA,NA,NA,11,22.8,24,12
"1858","Edy Tavares","E. Tavares","RMB",828889,15.4,15.4,15.4,0.9,3.5,"j8",15.6,NA,NA,NA,4.8,20,14.4,14
"1859","Cristiano Felicio","C. Felicio","COV",801111,15.3,15.3,9.7,1,1.7,"j8",8.4,NA,NA,NA,32.4,18,9.6,8
"1860","Jovan Novak","J. Novak","FUE",738889,15.3,15.3,17.6,1,1.9,"j8",13,NA,NA,NA,16.8,0,17,31.2
"1861","Nico Brussino","N. Brussino","GCA",832222,14.8,14.8,13.6,0.9,1.8,"j8",6,NA,NA,NA,20.4,30,10,19.2
"1862","Nihad Djedovic","N. Djedovic","UNI",672222,14.7,14.7,16.4,1.1,1.9,"j8",14.4,NA,NA,NA,9.6,1,20.4,22.8
"1863","Dusan Ristic","D. Ristic","FUE",801111,14.5,14.5,17.9,0.9,1.7,"j8",14,NA,NA,NA,18,19.2,6,30
"1864","Jaime Fernández","J. Fernández","LNT",711111,14.5,14.5,20.7,1,1.4,"j8",36,NA,NA,NA,13.2,2,4.8,18
"1865","Miquel Salvó","M. Salvó","GCA",764444,14.5,14.5,15,0.9,2.1,"j8",21.6,NA,NA,NA,12,24,0,12
"1866","Christian Mekowulu","C. Mekowulu","CAZ",704444,14.5,14.5,15.6,1,2.1,"j8",18,NA,NA,NA,17,3,26,10.8
"1867","Dylan Osetkowski","D. Osetkowski","UNI",661111,14.4,14.4,20.8,1.1,1.7,"j8",19.2,NA,NA,NA,14.4,1,20.4,31.2
"1868","Mamadou Niang","M. Niang","COV",703576,14.3,14.3,16.8,1,2.4,"j8",26.4,NA,NA,NA,9.6,8,14.4,9
"1869","Sasu Salin","S. Salin","LNT",675556,13.7,13.7,8,1,2,"j8",7.2,NA,NA,NA,14.4,22,6,4.8
"1870","Justinian Jessup","J. Jessup","CAZ",595677,13.7,13.7,22.8,1.1,1.2,"j8",25.2,NA,NA,NA,14,2,8,37.2
"1871","Michale Kyser","M. Kyser","SBB",696667,13.6,13.6,19.2,1,2.2,"j8",26.4,NA,NA,NA,10,14,9,18
"1872","Cory Higgins","C. Higgins","BAR",758571,13.5,13.5,11.4,0.9,2.8,"j8",9,NA,NA,NA,16.8,7.2,20.4,10.8
"1873","Rokas Jokubaitis","R. Jokubaitis","BAR",665556,13.5,13.5,6,1,1.9,"j8",3,NA,NA,NA,25.2,8.4,10.8,6
"1874","Joel Parra","J. Parra","JOV",730000,13.4,13.4,15.9,0.9,3.2,"j8",19.2,NA,NA,NA,10,19.2,13.2,12
"1875","Tadas Sedekerskis","T. Sedekerskis","BKN",670000,13.4,13.4,12.6,1,2.6,"j8",12,NA,NA,NA,14.4,19.2,14.4,9.6
"1876","Rokas Giedraitis","R. Giedraitis","BKN",606667,13.4,13.4,11,1.1,1.9,"j8",8,NA,NA,NA,30,12,9.6,15.6
"1877","Luke Maye","L. Maye","COV",657500,13.2,13.2,6.9,1,1.6,"j8",6,NA,NA,NA,24,8,19.2,0
"1878","Henry Ellenson","H. Ellenson","JOV",641111,13.1,13.1,11.8,1,1.4,"j8",9.6,NA,NA,NA,1,13.2,16.8,11
"1879","Howard Sant-Roos","H. Sant-Roos","CAZ",655556,13,13,11.9,1,2.3,"j8",4.8,NA,NA,NA,6,18,21,13.2
"1880","Nico Laprovittola","N. Laprovittola","BAR",645000,12.9,12.9,14,1,1.5,"j8",19,NA,NA,NA,13.2,27.6,20.4,-2
"1881","Pierria Henry","P. Henry","BKN",570000,12.8,12.8,13.4,1.1,1,"j8",6,NA,NA,NA,0,0,2.4,30
"1882","Toni Nakic","T. Nakic","BRE",548750,12.7,12.7,14.3,1.2,1.8,"j8",15,NA,NA,NA,NA,3.6,20.4,14
"1883","Vincent Poirier","V. Poirier","RMB",650000,12.5,12.5,16.5,1,1.6,"j8",27.6,NA,NA,NA,10.8,5,20.4,4
"1884","Mario Hezonja","M. Hezonja","RMB",635556,12.5,12.5,11.4,1,1.3,"j8",12,NA,NA,NA,20.4,1,10.8,15
"1885","Olek Balcerowski","O. Balcerowski","GCA",587778,11.9,11.9,13.2,1,1.4,"j8",9.6,NA,NA,NA,7.2,15.6,2,24
"1886","Lasan Kromah","L. Kromah","FUE",577778,11.7,11.7,9.8,1,1.6,"j8",5,NA,NA,NA,26.4,20.4,8,13.2
"1887","Oscar Da Silva","O. Da Silva","BAR",587778,11.7,11.7,16.6,1,1.4,"j8",14,NA,NA,NA,18,8.4,6,30
"1888","Jan Vesely","J. Vesely","BAR",627778,11.7,11.7,13.6,0.9,1.3,"j8",11,NA,NA,NA,13.2,0,3.6,28.8
"1889","Sergio Llull","S. Llull","RMB",585000,11.7,11.7,15.1,1,2,"j8",16.8,NA,NA,NA,14.4,3,19.2,15
"1890","Marcelinho Huertas","M. Huertas","LNT",595556,11.6,11.6,13.7,1,1.9,"j8",14.4,NA,NA,NA,10.8,4,25.2,9.6
"1891","Nemanja Radovic","N. Radovic","UCM",596667,11.5,11.5,9,1,1.8,"j8",2,NA,NA,NA,12,20.4,10,13.2
"1892","Aaron Doornekamp","A. Doornekamp","LNT",514444,11.4,11.4,10,1.1,2.7,"j8",7.2,NA,NA,NA,18,5,12,14.4
"1893","Gabriel Deck","G. Deck","RMB",593333,11.4,11.4,11.2,1,1.2,"j8",0,NA,NA,NA,13.2,20,26.4,13
"1894","Maik Kotsar","M. Kotsar","BKN",570176,11.2,11.2,17.8,1,1.5,"j8",16,NA,NA,NA,13.2,8.4,15.6,25.2
"1895","Adam Waczynski","A. Waczynski","BAX",420142,11.1,11.1,13,1.3,1.3,"j8",14.4,NA,NA,NA,0,0,-1,20
"1896","Quino Colom","Q. Colom","GIR",525556,11.1,11.1,9.7,1.1,1.1,"j8",-2,NA,NA,NA,18,0,33.6,14
"1897","Thad McFadden","T. McFadden","UCM",494444,11,11,6.1,1.1,1.1,"j8",-2,NA,NA,NA,2.4,18,6,12
"1898","Sergio Rodríguez","S. Rodríguez","RMB",532500,10.8,10.8,10.1,1,2,"j8",NA,NA,NA,NA,7.2,2,15.6,10
"1899","Thomas Bropleh","T. Bropleh","COV",600875,10.5,10.5,9.9,0.9,1.2,"j8",8.4,NA,NA,NA,4.8,-2,25.2,7
"1900","Sadiel Rojas","S. Rojas","UCM",353899,10.4,10.4,7.8,1.5,1,"j8",1,NA,NA,NA,19.2,28.8,6,9.6
"1901","Jared Harper","J. Harper","VBC",489494,10,10,7.1,1,0.8,"j8",-4,NA,NA,NA,NA,NA,15,16.8
"1902","Andres Feliz","A. Feliz","JOV",557342,10,10,11.2,0.9,1.4,"j8",13.2,NA,NA,NA,16,25.2,4.8,7
"1903","Kyle Guy","K. Guy","JOV",471111,10,10,3.8,1.1,1.2,"j8",6,NA,NA,NA,14,3.6,-1,4
"1904","Santi Yusta","S. Yusta","CAZ",487778,10,10,12.7,1,1.7,"j8",21.6,NA,NA,NA,18,9,5,7.2
"1905","BJ Johnson III","B. Johnson III","BET",471111,10,10,7.5,1.1,1.6,"j8",2,NA,NA,NA,11,6,5,17
"1906","Marc García","M. García","FUE",347507,10,10,13.4,1.4,0.9,"j8",14,NA,NA,NA,12,-3,-2,28.8
"1907","Nikola Kalinic","N. Kalinic","BAR",493333,9.9,9.9,6,1,1,"j8",-1,NA,NA,NA,0,0,22.8,7.2
"1908","Simon Birgander","S. Birgander","JOV",471111,9.9,9.9,8.7,1,1.8,"j8",13.2,NA,NA,NA,10,10.8,13.2,-1
"1909","Georgios Tsalmpouris","G. Tsalmpouris","BET",418241,9.8,9.8,17,1.2,1.2,"j8",24,NA,NA,NA,7,1,6,21
"1910","Juampi Vaulet","J. Vaulet","BAX",455556,9.6,9.6,9.6,1.1,2.8,"j8",6,NA,NA,NA,13,8,11,14
"1911","Dusan Miletic","D. Miletic","GIR",454444,9.6,9.6,7.3,1.1,1.7,"j8",-2,NA,NA,NA,4,16.8,12,13
"1912","Alberto Díaz","A. Díaz","UNI",465556,9.6,9.6,11.8,1,2.5,"j8",12,NA,NA,NA,4.8,12,16.8,8.4
"1913","Kendrick Perry","K. Perry","UNI",365196,9.4,9.4,16.6,1.3,1.1,"j8",21.6,NA,NA,NA,9.6,3,20.4,13.2
"1914","Musa Sagnia","M. Sagnia","BAX",289134,10.6,9.3,10.3,1.8,1.5,"j8",12,NA,NA,NA,10,20,1,10
"1915","Phil Scrubb","P. Scrubb","MOB",517778,9.3,9.3,6.3,0.9,0.8,"j8",-4,NA,NA,NA,-3,25,28,-1
"1916","Daulton Hommes","D. Hommes","BKN",530643,9.2,9.2,11.3,0.9,1.1,"j8",NA,NA,NA,NA,10.8,24,6,9.6
"1917","David Kravish","D. Kravish","UNI",448889,9.2,9.2,13.7,1,2.2,"j8",16.8,NA,NA,NA,6,7,8.4,15.6
"1918","Elgin Cook","E. Cook","LNT",462222,9.2,9.2,6.5,1,1.6,"j8",7.2,NA,NA,NA,10.8,17,-1,6
"1919","Bassala Bagayoko","B. Bagayoko","FUE",372403,9.2,9.2,6.9,1.2,1.5,"j8",NA,NA,NA,NA,16.8,14.4,13,0
"1920","Nemanja Nenadic","N. Nenadic","BRE",466667,9.1,9.1,2.6,1,1,"j8",-4,NA,NA,NA,7,3.6,21.6,-1
"1921","Tomas Satoransky","T. Satoransky","BAR",462222,9.1,9.1,6.7,1,1,"j8",7,NA,NA,NA,15.6,-4,21.6,1.2
"1922","Ferran Bassas","F. Bassas","GCA",475556,9,9,7.5,1,3.1,"j8",7.2,NA,NA,NA,10.8,8.4,10,6
"1923","Jeremy Senglin","J. Senglin","FUE",414444,9,9,6.7,1.1,1.5,"j8",6,NA,NA,NA,19.2,4.8,5,9.6
"1924","Guillem Vives","G. Vives","JOV",386667,9,9,6.2,1.2,1.1,"j8",12,NA,NA,NA,3,4.8,9.6,-3
"1925","Steven Enoch","S. Enoch","BKN",466512,8.9,8.9,0,1,2.2,"j8",NA,NA,NA,NA,NA,NA,NA,NA
"1926","Prince Ali","P. Ali","COV",440000,8.9,8.9,9.9,1,1.1,"j8",9.6,NA,NA,NA,7.2,5,16.8,8
"1927","Marcus Lee","M. Lee","BAX",442857,8.9,8.9,6.2,1,1.5,"j8",NA,NA,NA,NA,14,-5,9,9
"1928","Álex Abrines","Á. Abrines","BAR",442000,8.8,8.8,3.2,1,1.2,"j8",-1,NA,NA,NA,16.8,NA,0,10.8
"1929","Adam Smith","A. Smith","SBB",394444,8.6,8.6,11,1.1,0.6,"j8",32.4,NA,NA,NA,1,3,-2,-6
"1930","Artem Pustovyi","A. Pustovyi","UCM",404444,8.5,8.5,4.6,1,1.1,"j8",8,NA,NA,NA,25.2,6,0,2.4
"1931","Dino Radoncic","D. Radoncic","CAZ",391111,8.4,8.4,12.5,1.1,1,"j8",4.8,NA,NA,NA,11,16,12,21.6
"1932","Andrew Albicy","A. Albicy","GCA",427500,8.4,8.4,9.6,1,1.5,"j8",13.2,NA,NA,NA,NA,15.6,0,8.4
"1933","Sertaç Sanli","S. Sanli","BAR",420000,8.4,8.4,3.5,1,1,"j8",3,NA,NA,NA,22.8,9.6,6,0
"1934","Melvin Ejim","M. Ejim","UNI",382813,8.3,8.3,11.9,1.1,0.9,"j8",14.4,NA,NA,NA,3.6,-1,30,2.4
"1935","Tim Abromaitis","T. Abromaitis","LNT",388889,8.3,8.3,8.4,1.1,1.9,"j8",14.4,NA,NA,NA,3.6,4,6,3.6
"1936","Augusto Lima","A. Lima","UNI",425556,8.2,8.2,4,1,1.5,"j8",0,NA,NA,NA,16.8,5,4.8,8.4
"1937","Pierre Oriola","P. Oriola","GIR",6613,8,8,9,60.5,1.1,"j8",15,NA,NA,NA,0,NA,NA,1
"1938","Xavi Rabaseda","X. Rabaseda","SBB",374444,8,8,11.2,1.1,1.5,"j8",18,NA,NA,NA,10,2,11,6
"1939","Sergi García","S. García","BRE",397778,7.9,7.9,6.3,1,1.7,"j8",4,NA,NA,NA,12,6,2.4,12
"1940","Volodymyr Gerun","V. Gerun","BET",390000,7.8,7.8,8.2,1,1.8,"j8",NA,NA,NA,NA,9,10,1,12
"1941","Tyson Carter","T. Carter","UNI",4e+05,7.8,7.8,5.6,1,1.1,"j8",1.2,NA,NA,NA,21.6,13,NA,8.4
"1942","Marcel Ponitka","M. Ponitka","CAZ",370300,7.7,7.7,10.9,1,1.3,"j8",22.8,NA,NA,NA,9,5,5,1.2
"1943","Sam Van Rossom","S. Van Rossom","VBC",315913,7.7,7.7,13.1,1.2,1.2,"j8",12,NA,NA,NA,2,16.8,NA,NA
"1944","Sergi Quintela","S. Quintela","BRE",296675,7.7,7.7,7,1.3,0.7,"j8",-2,NA,NA,NA,-1,27.6,24,0
"1945","Leo Westermann","L. Westermann","MOB",379500,7.7,7.7,10.4,1,1.9,"j8",13,NA,NA,NA,6,2,NA,NA
"1946","Pau Ribas","P. Ribas","JOV",298778,7.6,7.6,14.4,1.3,1,"j8",21.6,NA,NA,NA,4,-3,15.6,11
"1947","Jeremiah Hill","J. Hill","BET",397778,7.6,7.6,8.6,1,0.9,"j8",1,NA,NA,NA,0,-3,17,18
"1948","James Webb III","J. Webb III","VBC",348833,7.5,7.5,10.1,1.1,1.2,"j8",12,NA,NA,NA,NA,NA,-1,14.4
"1949","Babatunde Olumuyiwa","B. Olumuyiwa","BAX",312800,7.5,7.5,9,1.2,2.1,"j8",NA,NA,NA,NA,NA,4,NA,11
"1950","Francis Alonso","F. Alonso","SBB",358889,7.5,7.5,8.1,1,0.9,"j8",15.6,NA,NA,NA,-3,0,9,1
"1951","Lluis Costa","L. Costa","COV",313333,7.4,7.4,2.5,1.2,1.1,"j8",0,NA,NA,NA,16.8,5,8.4,1
"1952","Moussa Diagne","M. Diagne","LNT",362222,7.3,7.3,6.7,1,1.3,"j8",1.2,NA,NA,NA,2.4,4,19.2,7.2
"1953","Denzel Andersson","D. Andersson","SBB",405556,7.2,7.2,4.6,0.9,1.4,"j8",7.2,NA,NA,NA,11,14,-1,1
"1954","Nikola Radicevic","N. Radicevic","SBB",368333,6.9,6.9,1.2,0.9,1.8,"j8",1.2,NA,NA,NA,7,NA,NA,NA
"1955","Eulis Báez","E. Báez","BET",303278,6.9,6.9,14.2,1.1,1.1,"j8",17,NA,NA,NA,-3,5,NA,NA
"1956","Giordano Bortolani","G. Bortolani","BAX",342857,6.9,6.9,3.7,1,2.1,"j8",NA,NA,NA,NA,9,6,5,2
"1957","Marko Lukovic","M. Lukovic","BRE",336375,6.8,6.8,10.8,1,2.4,"j8",NA,NA,NA,NA,7,10.8,NA,NA
"1958","Ilimane Diop","I. Diop","UCM",263720,6.8,6.8,12,1.3,0.9,"j8",10,NA,NA,NA,1.2,6,-1,25.2
"1959","Rubén Guerrero","R. Guerrero","MOB",302222,6.8,6.8,7,1.1,1.3,"j8",3,NA,NA,NA,9,12,17,4
"1960","Justus Hollatz","J. Hollatz","BRE",322222,6.8,6.8,7.6,1,1.5,"j8",7,NA,NA,NA,4,10.8,15.6,2
"1961","Oriol Paulí","O. Paulí","BAR",352222,6.7,6.7,6,1,1.1,"j8",10,NA,NA,NA,4.8,16.8,4.8,-3
"1962","Aday Mara","A. Mara","CAZ",289134,6.7,6.7,6,1.2,1.6,"j8",2.4,NA,NA,NA,10,5,3,13.2
"1963","Darío Brizuela","D. Brizuela","UNI",324444,6.7,6.7,6.4,1,1.2,"j8",2.4,NA,NA,NA,3.6,2,10.8,10.8
"1964","Xabi López-Arostegui","X. López-Arostegui","VBC",350353,6.7,6.7,8.9,1,1,"j8",20,NA,NA,NA,9,12,4,-4
"1965","Justin Hamilton","J. Hamilton","BAX",403750,6.7,6.7,0,0.8,0.8,"j8",NA,NA,NA,NA,NA,NA,NA,NA
"1966","Vanja Marinkovic","V. Marinkovic","BKN",331250,6.6,6.6,5.2,1,1,"j8",5,NA,NA,NA,4.8,-4,18,1.2
"1967","David Walker","D. Walker","MOB",312222,6.6,6.6,5.7,1.1,1.3,"j8",7,NA,NA,NA,6,4,15,-1
"1968","Marek Blazevic","M. Blazevic","MOB",285903,6.5,6.5,0.8,1.1,0.9,"j8",-3,NA,NA,NA,2,6,-1,5
"1969","Markus Howard","M. Howard","BKN",325000,6.4,6.4,8.3,1,0.5,"j8",-4,NA,NA,NA,6,NA,-4,32.4
"1970","Kyle Alexander","K. Alexander","VBC",282500,6.3,6.3,9.3,1.1,1.3,"j8",7,NA,NA,NA,NA,6,12,12
"1971","Víctor Arteaga","V. Arteaga","BRE",262483,6.3,6.3,9,1.2,0.8,"j8",12,NA,NA,NA,1,22.8,4.8,2
